Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Query logs,Warning,,"	25/11/2025 12:33:50 +03:00",Log Management,192.168.7.150,Log Management,Successful,Operation logs queried successfully.
query current activities,Minor,,"	25/11/2025 12:33:40 +03:00",OSSFaceService,192.168.7.150,query current activities,Successful,query current activities
Query the operator type,Minor,,"	25/11/2025 12:33:39 +03:00",NBIMgmtService,192.168.7.150,Obtain the operator type,Failed,Failed:Query the current operator type
LCM/CSM Performance Report,Warning,,"	25/11/2025 12:30:54 +03:00",VNFM,10.253.100.107,OSS,Successful,Operation success
LCM/CSM Performance Report,Warning,,"	25/11/2025 12:30:26 +03:00",VNFM,10.253.124.166,OSS,Successful,Operation success
Send MML Command,Warning,,"	25/11/2025 12:30:06 +03:00",Device Panel Operations,192.168.27.27,BSC_HQ_02,Successful,"Function: [Configuration Management][Device Panel][Send MML Command]
LST BTSRXUBRD:IDTYPE = BYID,BTSID = 251,RXUIDTYPE = SRNSN,CN = 0,SRN = 65,SN = 0;"
Query Topo Information,Warning,,"	25/11/2025 12:29:50 +03:00",Device Panel Operations,192.168.27.27,BSC_HQ_02,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:29:50 +03:00",Device Panel Operations,192.168.27.27,BSC_HQ_02,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:29:47 +03:00",Device Panel Operations,192.168.27.27,BSC_HQ_02,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Shelf List,Warning,,"	25/11/2025 12:29:46 +03:00",Device Panel Operations,192.168.27.27,BSC_HQ_02,Successful,"	--"
Create Task,Warning,,"	25/11/2025 12:29:24 +03:00",Integrated Task Management,192.168.27.163,Network Management,Successful,"The operation is authorized by user. 
The task type is MML Script and the task name is GLOBALPROCSWITCH2."
Upload File,Minor,,"	25/11/2025 12:29:19 +03:00",OSSFileService,192.168.27.163,GLOBALPROCSWITCH.txt,Successful,"Upload file, file name: GLOBALPROCSWITCH.txt"
Create Task,Warning,,"	25/11/2025 12:28:19 +03:00",Integrated Task Management,192.168.19.229,Network Management,Successful,"The operation is authorized by user. 
The task type is MML Script and the task name is Eutranmissing."
Upload File,Minor,,"	25/11/2025 12:28:09 +03:00",OSSFileService,192.168.19.229,EUTRANINTERNFREQ25-11-2025.txt,Successful,"Upload file, file name: EUTRANINTERNFREQ25-11-2025.txt"
Query Shelf Information,Warning,,"	25/11/2025 12:28:06 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Shelf Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:28:02 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:27:59 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Shelf Information,Warning,,"	25/11/2025 12:27:51 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Shelf Information]
"
Query Trace Server Ftp Information,Minor,,"	25/11/2025 12:27:43 +03:00",Data Collection,10.119.10.104,OSS,Successful,"Function: [Data Collection Management][Basic Information Collection]
Query Trace Server Ftp Information Successful"
Query Topo Information,Warning,,"	25/11/2025 12:27:17 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:27:15 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Query Topo Information,Warning,,"	25/11/2025 12:27:12 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function: [Configuration Management][Device Panel][Query Topo Information]
"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:10 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=1850,IDLEMLBUERELEASERATIO=80;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:09 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=1850,IDLEMLBUERELEASERATIO=70;"
Query Shelf List,Warning,,"	25/11/2025 12:27:09 +03:00",Device Panel Operations,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"	--"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:08 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=350,IDLEMLBUERELEASERATIO=50;"
Create Task,Warning,,"	25/11/2025 12:27:08 +03:00",Integrated Task Management,192.168.27.163,Network Management,Successful,"The operation is authorized by user. 
The task type is MML Script and the task name is GLOBALPROCSWITCH222."
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:07 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=350,IDLEMLBUERELEASERATIO=50;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:06 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=350,IDLEMLBUERELEASERATIO=15;"
Create Trace Task,Minor,,"	25/11/2025 12:27:06 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_122655,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154354 
Task Name:20251125_122655 
Creator:rawaa.alobaidat 
NE List:4808-UL_Queen_Nour_Gardens_2_PC_EBand_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:05 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=350,IDLEMLBUERELEASERATIO=10;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:05 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=1250,IDLEMLBUERELEASERATIO=5;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:04 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=1250,IDLEMLBUERELEASERATIO=5;"
Upload File,Minor,,"	25/11/2025 12:27:02 +03:00",OSSFileService,192.168.27.163,GLOBALPROCSWITCH.txt,Successful,"Upload file, file name: GLOBALPROCSWITCH.txt"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:02 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=1850,IDLEMLBUERELEASERATIO=5;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:01 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=1850,IDLEMLBUERELEASERATIO=5;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:01 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:27:00 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:59 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:58 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:58 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:57 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:56 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:56 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:54 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:54 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:53 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:52 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:51 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:26:51 +03:00",MmlService,192.168.19.229,807-UL_Samra_Karak_PF_EBand_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Minor,,"	25/11/2025 12:26:46 +03:00",MmlService,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function:[Configuration Management][MML Command]
DSP CPRIPORT:;"
Transparent transmission of MML commands,Minor,,"	25/11/2025 12:26:42 +03:00",MmlService,192.168.27.27,2934-UL_Naaimeh_Bridge_PF_UMN_Manage_O,Successful,"Function:[Configuration Management][MML Command]
DSP SFP:QRYINFOTYPE=MODULE;"
Upload File,Minor,,"	25/11/2025 12:26:18 +03:00",OSSFileService,192.168.27.163,GLOBALPROCSWITCH.txt,Successful,"Upload file, file name: GLOBALPROCSWITCH.txt"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:58 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=3,DLEARFCN=350,IDLEMLBUERELEASERATIO=40;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:57 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=73,DLEARFCN=1850,IDLEMLBUERELEASERATIO=20;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:57 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=3,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:56 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=3,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:55 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=3,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:54 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=73,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:54 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=73,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:52 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=73,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:52 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=1850,IDLEMLBUERELEASERATIO=45;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:51 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=1850,IDLEMLBUERELEASERATIO=45;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:50 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=350,IDLEMLBUERELEASERATIO=25;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:49 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=1250,IDLEMLBUERELEASERATIO=25;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:48 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=350,IDLEMLBUERELEASERATIO=25;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:47 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=1250,IDLEMLBUERELEASERATIO=20;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:46 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=1250,IDLEMLBUERELEASERATIO=15;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:46 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=3749,IDLEMLBUERELEASERATIO=15;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:45 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=3749,IDLEMLBUERELEASERATIO=10;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:44 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:43 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=32,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:43 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:42 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=1850,IDLEMLBUERELEASERATIO=55;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:41 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=1850,IDLEMLBUERELEASERATIO=40;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:40 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=350,IDLEMLBUERELEASERATIO=25;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:40 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=350,IDLEMLBUERELEASERATIO=20;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:39 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=1250,IDLEMLBUERELEASERATIO=5;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:38 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:37 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:36 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=1,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:35 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=31,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:35 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=1250,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:34 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=325,IDLEMLBUERELEASERATIO=0;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:25:33 +03:00",MmlService,192.168.19.229,805-ULT_Rakeen_Batter_PE_TASC,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=71,DLEARFCN=3749,IDLEMLBUERELEASERATIO=0;"
Subscribe Result,Warning,,"	25/11/2025 12:25:00 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_122404,Successful,"Function:[Trace Management][Subscribe] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154353 
Task Name:20251125_122404 
Creator:rawaa.alobaidat 
NE List:4723-UL_Um_Naam_PC_Fiber_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Delete Trace Task,Warning,,"	25/11/2025 12:24:58 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_121247,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154352 
Task Name:20251125_121247 
Creator:rawaa.alobaidat 
NE List:1340-UL_Mugherat_Ave_West_PF_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Delete Trace Task,Warning,,"	25/11/2025 12:24:58 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_114849,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 LTE 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154348 
Task Name:20251125_114849 
Creator:rawaa.alobaidat 
NE List:2330-LT_AbuAlia_Taqwa_Ave_PF_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Delete Trace Task,Warning,,"	25/11/2025 12:24:57 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_120820,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154351 
Task Name:20251125_120820 
Creator:rawaa.alobaidat 
NE List:4203-UL_Luqman_PE_Fiber_TASC_Relo_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Delete Trace Task,Warning,,"	25/11/2025 12:24:57 +03:00",Fars Service,192.168.19.221,Trace Task Name:20251125_114534,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 LTE 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154347 
Task Name:20251125_114534 
Creator:rawaa.alobaidat 
NE List:2330-LT_AbuAlia_Taqwa_Ave_PF_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:49 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=33,DLEARFCN=1850,IDLEMLBUERELEASERATIO=60;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:48 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=3,DLEARFCN=325,IDLEMLBUERELEASERATIO=55;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:48 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=33,DLEARFCN=325,IDLEMLBUERELEASERATIO=40;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:48 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=1850,IDLEMLBUERELEASERATIO=15;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:47 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=72,DLEARFCN=3749,IDLEMLBUERELEASERATIO=10;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:47 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=73,DLEARFCN=1850,IDLEMLBUERELEASERATIO=10;"
Transparent transmission of MML commands,Risk,,"	25/11/2025 12:24:46 +03:00",MmlService,192.168.19.229,6084-UL_Madaba_Camp_West_O,Successful,"Function:[Configuration Management][MML Command]
MOD EUTRANINTERNFREQ:LOCALCELLID=2,DLEARFCN=3749,IDLEMLBUERELEASERATIO=5;"
